Sequence,root,cellular,domain,group,kingdom,,,,,,,,,,,,,,,,,,,,,,
Seq695,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq731,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq746,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq777,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq991,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq1042,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq1118,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq1354,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq1498,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq1556,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq1639,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq2157,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq2384,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq2796,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq3167,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq3184,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq3199,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq3269,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq3395,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq3593,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq3755,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4065,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4400,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4433,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4464,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4653,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4775,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4819,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq4859,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq5137,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq5155,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq5441,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq5515,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq5801,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq6302,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq6435,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq6640,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq6694,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq6911,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq6990,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq7014,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq7573,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq8342,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq9721,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,,,,,,,,,,,,,
Seq90,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq280,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq285,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq508,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq513,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq939,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq1123,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq1151,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq1234,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq1831,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq2601,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq2730,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq2786,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq3041,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq3247,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq3804,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq5102,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq5197,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq6264,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq7454,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq7546,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq9573,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,,,,,,,,,,,,
Seq146,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq329,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq425,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq649,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq866,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq1041,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq1288,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq1407,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq1762,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq2256,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq2648,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq3112,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq3146,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq3172,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq3338,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq3494,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq3850,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq4156,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq4569,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq4645,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq5219,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq5228,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq5266,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq5778,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq6821,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq8726,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,,,,,,,,,,,
Seq1012,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Humicola,,,,,,,,,,,
Seq2992,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Humicola,,,,,,,,,,,
Seq4290,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Humicola,,,,,,,,,,,
Seq5923,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Humicola,,,,,,,,,,,
Seq7067,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Humicola,,,,,,,,,,,
Seq232,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
Seq290,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
Seq305,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
Seq413,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
Seq972,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
Seq1054,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
Seq1181,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
Seq1275,root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Podospora,,,,,,,,,,,
